YYYY/MM/DD_HH:MM:SS,Block Position [ft],Surface Rotation [rpm],Flow In [gpm],Hook Load [klb],Bit Depth [ft],ROP [fph],Activity
2021-02-08 04:30:00+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:01+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:02+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:03+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:04+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:05+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:06+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:07+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:08+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:09+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:10+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:11+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:12+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:13+00:00,167.2,0.03,0.0,56.8,98.9,0.0,
2021-02-08 04:30:14+00:00,167.2,0.03,87.24,56.8,98.9,0.0,
2021-02-08 04:30:15+00:00,167.2,0.03,99.41,56.8,98.9,0.0,
2021-02-08 04:30:16+00:00,167.2,0.03,112.6,56.8,98.9,0.0,
2021-02-08 04:30:17+00:00,167.2,0.03,118.68,56.8,98.9,0.0,
2021-02-08 04:30:18+00:00,167.2,0.03,118.68,56.8,98.9,0.0,
2021-02-08 04:30:19+00:00,167.2,0.03,114.63,56.8,98.9,0.0,
2021-02-08 04:30:20+00:00,167.2,0.03,108.54,56.8,98.9,0.0,
2021-02-08 04:30:21+00:00,167.2,0.03,104.48,56.8,98.9,0.0,
2021-02-08 04:30:22+00:00,167.2,0.03,95.35,56.8,98.9,0.0,
2021-02-08 04:30:23+00:00,167.2,0.03,91.3,56.8,98.9,0.0,
2021-02-08 04:30:24+00:00,167.2,0.03,86.22,56.8,98.9,0.0,
2021-02-08 04:30:25+00:00,167.2,0.03,87.24,56.8,98.9,0.0,
2021-02-08 04:30:26+00:00,167.2,0.03,90.28,56.8,98.9,0.0,
2021-02-08 04:30:27+00:00,167.2,0.03,93.32,56.8,98.9,0.0,
2021-02-08 04:30:28+00:00,167.2,0.03,98.4,56.8,98.9,0.0,
2021-02-08 04:30:29+00:00,167.2,0.03,103.47,56.8,98.9,0.0,
2021-02-08 04:30:30+00:00,167.2,0.03,104.48,56.8,98.9,0.0,
2021-02-08 04:30:31+00:00,167.2,0.03,106.51,56.8,98.9,0.0,
2021-02-08 04:30:32+00:00,167.2,0.03,106.51,56.8,98.9,0.0,
2021-02-08 04:30:33+00:00,167.2,0.03,104.48,56.8,98.9,0.0,
2021-02-08 04:30:34+00:00,167.2,0.03,104.48,56.8,98.9,0.0,
2021-02-08 04:30:35+00:00,167.2,0.03,102.45,56.8,98.9,0.0,
2021-02-08 04:30:36+00:00,167.2,0.03,101.44,56.8,98.9,0.0,
2021-02-08 04:30:37+00:00,167.2,0.03,101.44,56.8,98.9,0.0,
2021-02-08 04:30:38+00:00,167.2,0.03,107.53,56.8,98.9,0.0,
2021-02-08 04:30:39+00:00,167.2,0.03,119.7,56.8,98.9,0.0,115
2021-02-08 04:30:40+00:00,167.2,0.03,127.81,56.8,98.9,0.0,115
2021-02-08 04:30:41+00:00,167.2,0.03,135.93,56.8,98.9,0.0,115
2021-02-08 04:30:42+00:00,167.2,0.03,137.96,56.8,98.9,0.0,115
2021-02-08 04:30:43+00:00,167.2,0.03,136.94,56.8,98.9,0.0,115
2021-02-08 04:30:44+00:00,167.2,0.03,133.9,56.8,98.9,0.0,115
2021-02-08 04:30:45+00:00,167.2,0.03,129.84,56.8,98.9,0.0,115
2021-02-08 04:30:46+00:00,167.2,0.03,126.8,56.8,98.9,0.0,115
2021-02-08 04:30:47+00:00,167.2,0.03,122.74,56.8,98.9,0.0,115
2021-02-08 04:30:48+00:00,167.2,0.03,121.73,56.8,98.9,0.0,115
2021-02-08 04:30:49+00:00,167.2,0.03,121.73,56.8,98.9,0.0,115
2021-02-08 04:30:50+00:00,167.2,0.03,122.74,56.8,98.9,0.0,115
2021-02-08 04:30:51+00:00,167.2,0.03,124.77,56.8,98.9,0.0,115
2021-02-08 04:30:52+00:00,167.2,0.03,126.8,56.8,98.9,0.0,115
2021-02-08 04:30:53+00:00,167.2,0.03,127.81,56.8,98.9,0.0,115
2021-02-08 04:30:54+00:00,167.2,0.03,129.84,56.8,98.9,0.0,115
2021-02-08 04:30:55+00:00,167.2,0.03,130.86,56.8,98.9,0.0,115
2021-02-08 04:30:56+00:00,167.2,0.03,132.89,56.8,98.9,0.0,115
2021-02-08 04:30:57+00:00,167.2,0.03,137.96,56.8,98.9,0.0,115
2021-02-08 04:30:58+00:00,167.2,0.03,141.0,56.8,98.9,0.0,115
2021-02-08 04:30:59+00:00,167.2,0.03,144.04,56.8,98.9,0.0,115
2021-02-08 04:31:00+00:00,167.2,0.03,146.07,56.8,98.9,0.0,115
2021-02-08 04:31:01+00:00,167.2,0.03,146.07,56.8,98.9,0.0,115
2021-02-08 04:31:02+00:00,167.2,0.03,145.06,56.8,98.9,0.0,115
2021-02-08 04:31:03+00:00,167.2,0.03,142.02,56.8,98.9,0.0,115
2021-02-08 04:31:04+00:00,167.2,0.03,141.0,56.8,98.9,0.0,115
2021-02-08 04:31:05+00:00,167.2,0.03,138.97,56.8,98.9,0.0,115
2021-02-08 04:31:06+00:00,167.2,0.03,139.99,56.8,98.9,0.0,115
2021-02-08 04:31:07+00:00,167.2,0.03,142.02,56.8,98.9,0.0,115
2021-02-08 04:31:08+00:00,167.2,0.03,143.03,56.8,98.9,0.0,115
2021-02-08 04:31:09+00:00,167.2,0.03,145.06,56.8,98.9,0.0,115
2021-02-08 04:31:10+00:00,167.2,0.03,146.07,56.8,98.9,0.0,115
2021-02-08 04:31:11+00:00,167.2,0.03,148.1,56.8,98.9,0.0,115
2021-02-08 04:31:12+00:00,167.2,0.03,148.1,56.8,98.9,0.0,115
2021-02-08 04:31:13+00:00,167.2,0.03,147.09,56.8,98.9,0.0,115
2021-02-08 04:31:14+00:00,167.2,0.03,146.07,56.8,98.9,0.0,115
2021-02-08 04:31:15+00:00,167.2,0.03,146.07,56.8,98.9,0.0,115
2021-02-08 04:31:16+00:00,167.2,0.03,145.06,56.8,98.9,0.0,115
2021-02-08 04:31:17+00:00,167.2,0.03,146.07,56.8,98.9,0.0,115
2021-02-08 04:31:18+00:00,167.2,0.03,152.16,56.8,98.9,0.0,115
2021-02-08 04:31:19+00:00,167.2,0.03,158.25,56.8,98.9,0.0,115
2021-02-08 04:31:20+00:00,167.2,0.03,164.33,56.8,98.9,0.0,115
2021-02-08 04:31:21+00:00,167.2,0.03,167.38,56.8,98.9,0.0,115
2021-02-08 04:31:22+00:00,167.2,0.03,167.38,56.8,98.9,0.0,115
2021-02-08 04:31:23+00:00,167.2,0.03,165.35,56.8,98.9,0.0,115
2021-02-08 04:31:24+00:00,167.2,0.03,163.32,56.8,98.9,0.0,115
2021-02-08 04:31:25+00:00,167.2,0.03,161.29,56.8,98.9,0.0,115
2021-02-08 04:31:26+00:00,167.2,0.03,159.26,56.8,98.9,0.0,115
2021-02-08 04:31:27+00:00,167.2,0.03,160.27,56.9,98.9,0.0,115
2021-02-08 04:31:28+00:00,167.2,0.03,167.38,56.9,98.9,0.0,115
2021-02-08 04:31:29+00:00,167.2,0.03,173.46,56.8,98.9,0.0,115
2021-02-08 04:31:30+00:00,167.2,0.03,182.59,56.9,98.9,0.0,115
2021-02-08 04:31:31+00:00,167.2,0.03,193.75,56.9,98.9,0.0,115
2021-02-08 04:31:32+00:00,167.2,0.03,197.81,56.9,98.9,0.0,115
2021-02-08 04:31:33+00:00,167.2,0.03,197.81,56.9,98.9,0.0,115
2021-02-08 04:31:34+00:00,167.2,0.03,195.78,56.9,98.9,0.0,115
2021-02-08 04:31:35+00:00,167.2,0.03,193.75,56.9,98.9,0.0,115
2021-02-08 04:31:36+00:00,167.2,0.03,193.75,56.9,98.9,0.0,115
2021-02-08 04:31:37+00:00,167.2,0.03,193.75,56.9,98.9,0.0,115
2021-02-08 04:31:38+00:00,167.2,0.03,194.76,56.9,98.9,0.0,115
2021-02-08 04:31:39+00:00,167.2,0.03,196.79,56.9,98.9,0.0,115
2021-02-08 04:31:40+00:00,167.2,0.03,199.84,56.9,98.9,0.0,115
2021-02-08 04:31:41+00:00,167.2,0.03,201.86,56.9,98.9,0.0,115
2021-02-08 04:31:42+00:00,167.2,0.03,201.86,56.9,98.9,0.0,115
2021-02-08 04:31:43+00:00,167.2,0.03,201.86,56.9,98.9,0.0,115
2021-02-08 04:31:44+00:00,167.2,0.03,200.85,56.9,98.9,0.0,115
2021-02-08 04:31:45+00:00,167.2,0.03,199.84,56.9,98.9,0.0,115
2021-02-08 04:31:46+00:00,167.2,0.43,198.82,56.9,98.9,0.0,115
2021-02-08 04:31:47+00:00,167.2,0.03,197.81,56.9,98.9,0.0,115
2021-02-08 04:31:48+00:00,167.2,0.03,197.81,56.9,98.9,0.0,115
2021-02-08 04:31:49+00:00,167.2,0.03,198.82,56.9,98.9,0.0,115
2021-02-08 04:31:50+00:00,167.2,0.03,200.85,56.9,98.9,0.0,115
2021-02-08 04:31:51+00:00,167.2,0.03,203.89,56.9,98.9,0.0,115
2021-02-08 04:31:52+00:00,167.2,0.03,204.91,56.9,98.9,0.0,115
2021-02-08 04:31:53+00:00,167.2,0.03,203.89,56.9,98.9,0.0,115
2021-02-08 04:31:54+00:00,167.2,0.03,203.89,56.9,98.9,0.0,115
2021-02-08 04:31:55+00:00,167.2,0.03,202.88,56.9,98.9,0.0,115
2021-02-08 04:31:56+00:00,167.2,0.03,200.85,56.9,98.9,0.0,115
2021-02-08 04:31:57+00:00,167.2,0.03,199.84,56.9,98.9,0.0,115
2021-02-08 04:31:58+00:00,167.2,0.03,199.84,56.9,98.9,0.0,115
2021-02-08 04:31:59+00:00,167.2,0.03,199.84,56.9,98.9,0.0,115
2021-02-08 04:32:00+00:00,167.2,0.03,200.85,56.9,98.9,0.0,115
2021-02-08 04:32:01+00:00,167.2,0.03,202.88,56.9,98.9,0.0,115
2021-02-08 04:32:02+00:00,167.2,0.03,201.86,56.9,98.9,0.0,115
2021-02-08 04:32:03+00:00,167.2,0.03,200.85,56.9,98.9,0.0,115
2021-02-08 04:32:04+00:00,167.2,0.03,271.79,56.9,98.9,0.0,115
2021-02-08 04:32:05+00:00,167.2,0.03,314.99,56.9,98.9,0.0,115
2021-02-08 04:32:06+00:00,167.2,0.03,346.8,56.9,98.9,0.0,115
2021-02-08 04:32:07+00:00,167.2,0.03,355.48,56.9,98.9,0.0,115
2021-02-08 04:32:08+00:00,167.2,0.03,358.41,56.9,98.9,0.0,115
2021-02-08 04:32:09+00:00,167.2,0.03,350.69,56.9,98.9,0.0,115
2021-02-08 04:32:10+00:00,167.2,0.03,343.92,56.9,98.9,0.0,115
2021-02-08 04:32:11+00:00,167.2,0.03,334.22,56.9,98.9,0.0,115
2021-02-08 04:32:12+00:00,167.2,0.03,327.51,56.9,98.9,0.0,115
2021-02-08 04:32:13+00:00,167.2,0.03,317.81,56.9,98.9,0.0,115
2021-02-08 04:32:14+00:00,167.2,0.03,311.05,56.9,98.9,0.0,115
2021-02-08 04:32:15+00:00,167.2,0.03,311.05,56.9,98.9,0.0,115
2021-02-08 04:32:16+00:00,167.2,0.03,318.77,56.9,98.9,0.0,115
2021-02-08 04:32:17+00:00,167.2,0.03,332.25,56.9,98.9,0.0,115
2021-02-08 04:32:18+00:00,167.2,0.03,342.85,56.9,98.9,0.0,115
2021-02-08 04:32:19+00:00,167.2,0.03,353.45,56.9,98.9,0.0,115
2021-02-08 04:32:20+00:00,167.2,0.03,359.26,56.9,98.9,0.0,115
2021-02-08 04:32:21+00:00,167.2,0.03,367.83,56.9,98.9,0.0,115
2021-02-08 04:32:22+00:00,167.2,0.03,371.61,56.9,98.9,0.0,115
2021-02-08 04:32:23+00:00,167.2,0.03,374.49,56.9,98.9,0.0,115
2021-02-08 04:32:24+00:00,167.2,0.03,375.39,56.9,98.9,0.0,115
2021-02-08 04:32:25+00:00,167.2,0.03,377.25,56.9,98.9,0.0,115
2021-02-08 04:32:26+00:00,167.2,0.03,379.11,56.9,98.9,0.0,115
2021-02-08 04:32:27+00:00,167.2,0.03,384.86,56.9,98.9,0.0,115
2021-02-08 04:32:28+00:00,167.2,0.03,388.76,56.9,98.9,0.0,115
2021-02-08 04:32:29+00:00,167.2,0.03,388.76,56.9,98.9,0.0,115
2021-02-08 04:32:30+00:00,167.2,0.86,392.7,56.9,98.9,0.0,115
2021-02-08 04:32:31+00:00,167.2,0.52,397.5,56.9,98.9,0.0,115
2021-02-08 04:32:32+00:00,167.2,0.03,407.36,56.9,98.9,0.0,115
2021-02-08 04:32:33+00:00,167.2,0.8,417.11,56.9,98.9,0.0,115
2021-02-08 04:32:34+00:00,167.2,0.03,423.99,56.9,98.9,0.0,115
2021-02-08 04:32:35+00:00,167.2,0.03,425.91,56.9,98.9,0.0,115
2021-02-08 04:32:36+00:00,167.2,0.03,423.94,56.9,98.9,0.0,115
2021-02-08 04:32:37+00:00,167.2,0.03,419.99,56.9,98.9,0.0,115
2021-02-08 04:32:38+00:00,167.2,0.03,411.25,56.9,98.9,0.0,115
2021-02-08 04:32:39+00:00,167.2,0.03,404.48,56.9,98.9,0.0,115
2021-02-08 04:32:40+00:00,167.2,0.03,394.84,56.9,98.9,0.0,115
2021-02-08 04:32:41+00:00,167.2,0.03,388.13,56.9,98.9,0.0,115
2021-02-08 04:32:42+00:00,167.2,0.03,385.31,56.9,98.9,0.0,115
2021-02-08 04:32:43+00:00,167.2,0.03,392.13,56.9,98.9,0.0,115
2021-02-08 04:32:44+00:00,167.2,0.03,399.8,56.9,98.9,0.0,115
2021-02-08 04:32:45+00:00,167.2,0.03,409.45,56.9,98.9,0.0,115
2021-02-08 04:32:46+00:00,167.2,0.03,414.3,56.9,98.9,0.0,115
2021-02-08 04:32:47+00:00,167.2,0.03,417.11,56.9,98.9,0.0,115
2021-02-08 04:32:48+00:00,167.2,0.03,417.11,56.9,98.9,0.0,115
2021-02-08 04:32:49+00:00,167.2,0.03,414.13,56.9,98.9,0.0,115
2021-02-08 04:32:50+00:00,167.2,0.03,411.14,56.9,98.9,0.0,115
2021-02-08 04:32:51+00:00,167.2,0.03,411.14,56.9,98.9,0.0,115
2021-02-08 04:32:52+00:00,167.2,0.03,408.21,56.9,99.0,0.0,115
2021-02-08 04:32:53+00:00,167.1,0.03,417.11,56.8,99.1,0.0,115
2021-02-08 04:32:54+00:00,167.0,0.03,423.03,56.8,99.2,0.0,115
2021-02-08 04:32:55+00:00,166.8,0.03,432.84,56.8,99.5,0.0,115
2021-02-08 04:32:56+00:00,166.6,0.03,439.78,56.8,99.5,0.0,115
2021-02-08 04:32:57+00:00,166.5,0.03,443.67,56.8,99.6,0.0,115
2021-02-08 04:32:58+00:00,166.5,0.03,446.6,56.8,99.6,0.0,115
2021-02-08 04:32:59+00:00,166.5,0.03,445.59,56.8,99.6,0.0,115
2021-02-08 04:33:00+00:00,166.5,0.03,445.53,56.8,99.6,0.0,115
2021-02-08 04:33:01+00:00,166.5,0.03,443.56,56.8,99.6,0.0,115
2021-02-08 04:33:02+00:00,166.5,0.03,442.6,56.8,99.6,0.0,115
2021-02-08 04:33:03+00:00,166.5,13.66,439.67,56.8,99.6,0.0,115
2021-02-08 04:33:04+00:00,166.5,17.77,434.76,56.9,99.6,0.0,115
2021-02-08 04:33:05+00:00,166.5,17.19,425.97,56.9,99.6,0.0,115
2021-02-08 04:33:06+00:00,166.5,18.08,413.34,56.9,99.6,0.0,115
2021-02-08 04:33:07+00:00,166.5,20.53,401.5,56.9,99.6,0.0,115
2021-02-08 04:33:08+00:00,166.5,20.65,393.72,56.9,99.6,0.0,115
2021-02-08 04:33:09+00:00,166.5,20.71,393.72,57.0,99.6,0.0,115
2021-02-08 04:33:10+00:00,166.5,24.97,401.61,56.9,99.6,0.0,115
2021-02-08 04:33:11+00:00,166.5,28.74,408.49,56.9,99.6,0.0,115
2021-02-08 04:33:12+00:00,166.5,30.3,416.27,57.0,99.6,0.0,115
2021-02-08 04:33:13+00:00,166.5,32.51,419.2,56.9,99.6,0.0,115
2021-02-08 04:33:14+00:00,166.5,33.33,419.2,56.9,99.6,0.0,115
2021-02-08 04:33:15+00:00,166.5,33.58,412.38,56.9,99.6,0.0,115
2021-02-08 04:33:16+00:00,166.5,36.24,410.4,56.9,99.6,0.0,115
2021-02-08 04:33:17+00:00,166.5,36.31,405.44,56.9,99.6,0.0,115
2021-02-08 04:33:18+00:00,166.5,37.32,405.44,56.9,99.6,0.0,115
2021-02-08 04:33:19+00:00,166.5,39.89,411.36,56.9,99.6,0.0,115
2021-02-08 04:33:20+00:00,166.5,40.35,414.3,56.9,99.6,0.0,115
2021-02-08 04:33:21+00:00,166.5,44.0,409.33,56.9,99.6,0.0,115
2021-02-08 04:33:22+00:00,166.5,47.15,410.35,56.9,99.6,0.0,115
2021-02-08 04:33:23+00:00,166.5,48.07,414.35,56.9,99.6,0.0,115
2021-02-08 04:33:24+00:00,166.5,52.36,413.39,56.9,99.6,0.0,115
2021-02-08 04:33:25+00:00,166.5,54.99,413.39,57.0,99.6,0.0,115
2021-02-08 04:33:26+00:00,166.5,55.06,416.32,56.9,99.6,0.0,115
2021-02-08 04:33:27+00:00,166.5,55.02,418.3,56.9,99.6,0.0,115
2021-02-08 04:33:28+00:00,166.5,54.9,418.3,56.9,99.6,0.0,115
2021-02-08 04:33:29+00:00,166.5,54.84,410.4,56.9,99.6,0.0,115
2021-02-08 04:33:30+00:00,166.5,55.06,410.35,56.9,99.6,0.0,115
2021-02-08 04:33:31+00:00,166.5,59.01,415.31,56.9,99.6,0.0,115
2021-02-08 04:33:32+00:00,166.5,59.71,418.3,56.9,99.6,0.0,115
2021-02-08 04:33:33+00:00,166.5,59.13,414.35,56.9,99.6,0.0,115
2021-02-08 04:33:34+00:00,166.5,59.62,410.4,56.9,99.6,0.0,115
2021-02-08 04:33:35+00:00,166.5,59.53,413.34,56.9,99.6,0.0,115
2021-02-08 04:33:36+00:00,166.5,58.82,417.28,57.0,99.7,0.0,115
2021-02-08 04:33:37+00:00,166.4,59.01,418.24,56.9,99.8,0.0,115
2021-02-08 04:33:38+00:00,166.3,58.79,415.31,56.8,99.9,0.0,115
2021-02-08 04:33:39+00:00,166.2,59.07,411.31,56.8,99.9,0.0,115
2021-02-08 04:33:40+00:00,166.2,59.25,414.3,56.8,99.9,0.0,115
2021-02-08 04:33:41+00:00,166.2,59.01,412.32,56.8,99.9,0.0,115
2021-02-08 04:33:42+00:00,166.2,58.79,409.39,56.9,99.9,0.0,115
2021-02-08 04:33:43+00:00,166.2,59.04,413.34,56.9,99.9,0.0,115
2021-02-08 04:33:44+00:00,166.2,58.88,415.31,56.9,99.9,0.0,115
2021-02-08 04:33:45+00:00,166.2,58.95,409.39,56.9,99.9,0.0,115
2021-02-08 04:33:46+00:00,166.2,59.01,412.38,56.9,99.9,0.0,115
2021-02-08 04:33:47+00:00,166.2,59.13,415.31,56.9,99.9,0.0,115
2021-02-08 04:33:48+00:00,166.2,58.88,406.46,56.8,99.9,0.0,115
2021-02-08 04:33:49+00:00,166.2,59.04,407.42,56.9,99.9,0.0,115
2021-02-08 04:33:50+00:00,166.2,58.79,411.36,56.9,99.9,0.0,115
2021-02-08 04:33:51+00:00,166.2,58.95,413.34,56.8,100.0,0.0,115
2021-02-08 04:33:52+00:00,166.2,58.88,409.39,56.7,100.0,0.0,115
2021-02-08 04:33:53+00:00,166.1,58.88,404.48,56.8,100.1,0.0,115
2021-02-08 04:33:54+00:00,166.0,59.13,411.36,56.8,100.1,0.0,115
2021-02-08 04:33:55+00:00,166.0,58.85,419.26,56.7,100.2,0.0,115
2021-02-08 04:33:56+00:00,165.9,58.98,423.2,56.8,100.3,0.0,115
2021-02-08 04:33:57+00:00,165.8,58.88,415.31,56.8,100.4,0.0,115
2021-02-08 04:33:58+00:00,165.7,58.85,415.31,56.8,100.5,0.0,115
2021-02-08 04:33:59+00:00,165.6,58.88,422.24,56.7,100.6,0.0,115
2021-02-08 04:34:00+00:00,165.4,58.76,425.17,56.7,100.8,0.0,115
2021-02-08 04:34:01+00:00,165.3,58.82,425.17,56.8,100.9,0.0,115
2021-02-08 04:34:02+00:00,165.2,58.98,424.16,56.7,101.0,0.0,115
2021-02-08 04:34:03+00:00,165.1,59.07,421.17,56.7,101.2,0.0,115
2021-02-08 04:34:04+00:00,164.9,59.19,410.35,56.7,101.3,0.0,115
2021-02-08 04:34:05+00:00,164.8,58.98,417.28,56.7,101.5,0.0,115
2021-02-08 04:34:06+00:00,164.6,58.95,412.38,56.7,101.6,0.0,115
2021-02-08 04:34:07+00:00,164.5,59.1,418.3,56.7,101.7,0.0,115
2021-02-08 04:34:08+00:00,164.4,58.98,426.19,56.7,101.8,0.0,115
2021-02-08 04:34:09+00:00,164.3,59.01,428.16,56.8,101.9,0.0,115
2021-02-08 04:34:10+00:00,164.2,59.19,427.15,56.7,102.0,0.0,115
2021-02-08 04:34:11+00:00,164.1,58.88,425.17,56.7,102.1,0.0,115
2021-02-08 04:34:12+00:00,164.0,58.95,424.16,56.7,102.2,0.0,115
2021-02-08 04:34:13+00:00,163.9,59.13,419.2,56.6,102.3,0.0,115
2021-02-08 04:34:14+00:00,163.7,58.88,409.33,56.6,102.5,0.0,115
2021-02-08 04:34:15+00:00,163.6,58.88,415.25,56.6,102.7,0.0,115
2021-02-08 04:34:16+00:00,163.4,59.16,412.32,56.7,102.8,0.0,115
2021-02-08 04:34:17+00:00,163.2,59.07,421.17,56.7,103.0,0.0,115
2021-02-08 04:34:18+00:00,163.1,58.85,427.15,56.7,103.2,0.0,115
2021-02-08 04:34:19+00:00,162.9,58.88,428.16,56.7,103.4,0.0,115
2021-02-08 04:34:20+00:00,162.7,58.88,417.34,56.7,103.6,0.0,115
2021-02-08 04:34:21+00:00,162.5,59.04,419.26,56.7,103.7,0.0,115
2021-02-08 04:34:22+00:00,162.3,58.88,425.17,56.6,103.9,0.0,115
2021-02-08 04:34:23+00:00,162.2,58.95,416.27,56.6,104.1,0.0,115
2021-02-08 04:34:24+00:00,162.0,58.88,420.21,56.7,104.3,0.0,115
2021-02-08 04:34:25+00:00,161.8,58.85,427.15,56.6,104.4,0.0,115
2021-02-08 04:34:26+00:00,161.7,58.88,428.11,56.7,104.6,0.0,115
2021-02-08 04:34:27+00:00,161.5,58.88,420.27,56.7,104.8,0.0,115
2021-02-08 04:34:28+00:00,161.3,58.85,418.3,56.7,104.9,0.0,115
2021-02-08 04:34:29+00:00,161.2,58.88,423.2,56.7,105.1,0.0,115
2021-02-08 04:34:30+00:00,161.0,58.88,426.13,56.7,105.3,0.0,115
2021-02-08 04:34:31+00:00,160.7,58.88,427.15,56.6,105.6,0.0,115
2021-02-08 04:34:32+00:00,160.5,58.88,426.13,56.6,105.8,0.0,115
2021-02-08 04:34:33+00:00,160.3,58.85,424.16,56.7,106.0,0.0,115
2021-02-08 04:34:34+00:00,160.0,58.85,420.21,56.6,106.3,0.0,115
2021-02-08 04:34:35+00:00,159.8,58.88,413.34,56.7,106.5,0.0,115
2021-02-08 04:34:36+00:00,159.6,58.88,419.26,56.7,106.7,0.0,115
2021-02-08 04:34:37+00:00,159.4,58.88,421.23,56.7,106.9,0.0,116
2021-02-08 04:34:38+00:00,159.2,58.88,413.34,56.7,107.1,0.0,116
2021-02-08 04:34:39+00:00,159.0,58.88,423.2,56.7,107.3,0.0,116
2021-02-08 04:34:40+00:00,158.8,59.07,418.24,56.6,107.4,0.0,116
2021-02-08 04:34:41+00:00,158.6,58.88,422.19,56.7,107.6,0.0,116
2021-02-08 04:34:42+00:00,158.5,58.88,429.12,56.6,107.8,0.0,116
2021-02-08 04:34:43+00:00,158.3,58.88,431.09,56.7,107.9,0.0,116
2021-02-08 04:34:44+00:00,158.1,58.82,417.28,56.7,108.1,0.0,116
2021-02-08 04:34:45+00:00,158.0,58.88,419.26,56.7,108.3,0.0,116
2021-02-08 04:34:46+00:00,157.8,58.85,426.13,56.7,108.4,0.0,116
2021-02-08 04:34:47+00:00,157.7,58.88,428.11,56.7,108.5,0.0,116
2021-02-08 04:34:48+00:00,157.6,58.88,428.11,56.7,108.6,0.0,116
2021-02-08 04:34:49+00:00,157.5,59.04,414.3,56.7,108.7,0.0,116
2021-02-08 04:34:50+00:00,157.4,58.79,419.2,56.7,108.8,0.0,116
2021-02-08 04:34:51+00:00,157.3,58.88,424.16,56.7,109.0,0.0,116
2021-02-08 04:34:52+00:00,157.1,58.88,428.11,56.7,109.0,0.0,116
2021-02-08 04:34:53+00:00,157.1,58.88,428.11,56.7,109.1,0.0,116
2021-02-08 04:34:54+00:00,157.0,58.88,422.24,56.6,109.2,0.0,116
2021-02-08 04:34:55+00:00,156.9,58.88,414.3,56.8,109.3,0.0,116
2021-02-08 04:34:56+00:00,156.7,58.88,422.19,56.7,109.5,0.0,116
2021-02-08 04:34:57+00:00,156.6,58.88,423.2,56.7,109.6,0.0,116
2021-02-08 04:34:58+00:00,156.5,58.98,415.31,56.7,109.7,0.0,116
2021-02-08 04:34:59+00:00,156.4,58.88,423.2,56.7,109.9,0.0,116
2021-02-08 04:35:00+00:00,156.2,58.88,428.16,56.7,110.0,0.0,116
2021-02-08 04:35:01+00:00,156.0,58.88,427.15,56.7,110.2,0.0,116
2021-02-08 04:35:02+00:00,155.9,58.88,416.27,56.6,110.4,0.0,116
2021-02-08 04:35:03+00:00,155.7,58.88,423.2,56.7,110.5,0.0,116
2021-02-08 04:35:04+00:00,155.6,58.79,428.11,56.7,110.7,0.0,116
2021-02-08 04:35:05+00:00,155.4,58.88,427.15,56.7,110.8,0.0,116
2021-02-08 04:35:06+00:00,155.3,59.13,423.2,56.7,111.0,0.0,116
2021-02-08 04:35:07+00:00,155.1,58.88,415.31,56.7,111.2,0.0,116
2021-02-08 04:35:08+00:00,154.9,58.88,422.19,56.7,111.3,0.0,116
2021-02-08 04:35:09+00:00,154.8,58.88,426.13,56.7,111.5,0.0,116
2021-02-08 04:35:10+00:00,154.6,58.85,428.11,56.8,111.6,0.0,116
2021-02-08 04:35:11+00:00,154.5,58.88,419.26,56.8,111.8,0.0,116
2021-02-08 04:35:12+00:00,154.3,58.88,416.32,56.8,112.0,0.0,116
2021-02-08 04:35:13+00:00,154.1,58.85,423.2,56.7,112.1,0.0,116
2021-02-08 04:35:14+00:00,154.0,58.88,428.11,56.8,112.3,0.0,116
2021-02-08 04:35:15+00:00,153.8,58.88,428.11,56.8,112.5,0.0,116
2021-02-08 04:35:16+00:00,153.7,58.88,416.27,56.8,112.6,0.0,116
2021-02-08 04:35:17+00:00,153.5,58.98,418.24,56.8,112.8,0.0,116
2021-02-08 04:35:18+00:00,153.3,58.88,424.16,56.8,113.0,0.0,116
2021-02-08 04:35:19+00:00,153.1,58.88,420.27,56.7,113.2,0.0,116
2021-02-08 04:35:20+00:00,152.9,59.1,419.26,56.8,113.4,0.0,116
2021-02-08 04:35:21+00:00,152.7,59.01,424.16,56.8,113.6,0.0,116
2021-02-08 04:35:22+00:00,152.5,58.82,417.28,56.7,113.8,0.0,116
2021-02-08 04:35:23+00:00,152.3,59.19,426.13,56.8,113.9,0.0,116
