YYYY/MM/DD_HH:MM:SS,Block Position [ft],Surface Rotation [rpm],Flow In [gpm],Hook Load [klb],Bit Depth [ft],ROP [fph],Activity
2021-02-08 05:37:48+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:49+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:50+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:51+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:52+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:53+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:54+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:55+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:56+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:57+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:58+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:37:59+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:00+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:01+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:02+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:03+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:04+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:05+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:06+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:07+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:08+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:09+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:10+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:11+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:12+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:13+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:14+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:15+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:16+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:17+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:18+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:19+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:20+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:21+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:22+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:23+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:24+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:25+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:26+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:27+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:28+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:29+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:30+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:31+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:32+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:33+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:34+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:35+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:36+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:37+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:38+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:39+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:40+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:41+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:42+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:43+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:44+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:45+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:46+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:47+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:48+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:49+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:50+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:51+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:52+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:53+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:54+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:55+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:56+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:57+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:58+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:38:59+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:00+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:01+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:02+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:03+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:04+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:05+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:06+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:07+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:08+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:09+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:10+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:11+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:12+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:13+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:14+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:15+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:16+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:17+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:18+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:19+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:20+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:21+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:22+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:23+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:24+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:25+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:26+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:27+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:28+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:29+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:30+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:31+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:32+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:33+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:34+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:35+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:36+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:37+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:38+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:39+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:40+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:41+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:42+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:43+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:44+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:45+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:46+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:47+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:48+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:49+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:50+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:51+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:52+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:53+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:54+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:55+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:56+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:57+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:58+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:39:59+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:00+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:01+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:02+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:03+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:04+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:05+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:06+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:07+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:08+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:09+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:10+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:11+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:12+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:13+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:14+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:15+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:16+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:17+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:18+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:19+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:20+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:21+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:22+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:23+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:24+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:25+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:26+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:27+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:28+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:29+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:30+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:31+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:32+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:33+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:34+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:35+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:36+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:37+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:38+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:39+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:40+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:41+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:42+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:43+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:44+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:45+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:46+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:47+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:48+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:49+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:50+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:51+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:52+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:53+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:54+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:55+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:56+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:57+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:58+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:40:59+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:00+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:01+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:02+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:03+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:04+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:05+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:06+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:07+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:08+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:09+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:10+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:11+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:12+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:13+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:14+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:15+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:16+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:17+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:18+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:19+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:20+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:21+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:22+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:23+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:24+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:25+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:26+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:27+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:28+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:29+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:30+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:31+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:32+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:33+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:34+00:00,92.0,0.03,0.0,57.8,358.4,0.0,112
2021-02-08 05:41:35+00:00,91.9,0.03,0.0,57.7,358.6,0.0,112
2021-02-08 05:41:36+00:00,91.8,0.03,0.0,55.6,358.6,0.0,112
2021-02-08 05:41:37+00:00,91.8,0.03,0.0,55.0,358.6,0.0,112
2021-02-08 05:41:38+00:00,91.7,0.03,0.0,54.9,358.6,0.0,112
2021-02-08 05:41:39+00:00,91.7,0.03,0.0,55.0,358.6,0.0,112
2021-02-08 05:41:40+00:00,91.7,0.03,0.0,54.9,358.6,0.0,112
2021-02-08 05:41:41+00:00,91.7,0.03,0.0,54.9,358.6,0.0,112
2021-02-08 05:41:42+00:00,91.7,0.03,0.0,54.9,358.6,0.0,112
2021-02-08 05:41:43+00:00,91.7,0.03,0.0,55.0,358.6,0.0,112
2021-02-08 05:41:44+00:00,91.7,0.03,0.0,55.0,358.6,0.0,112
2021-02-08 05:41:45+00:00,91.7,0.7,0.0,55.0,358.6,0.0,112
2021-02-08 05:41:46+00:00,91.7,0.18,0.0,55.0,358.6,0.0,112
2021-02-08 05:41:47+00:00,91.7,0.03,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:48+00:00,91.7,0.03,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:49+00:00,91.7,0.52,0.0,55.2,358.6,0.0,112
2021-02-08 05:41:50+00:00,91.7,18.96,0.0,55.2,358.6,0.0,112
2021-02-08 05:41:51+00:00,91.7,19.76,0.0,55.0,358.6,0.0,112
2021-02-08 05:41:52+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:53+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:54+00:00,91.7,19.64,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:55+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:56+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:57+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:58+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:41:59+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:00+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:01+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:02+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:03+00:00,91.7,19.64,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:04+00:00,91.7,19.64,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:05+00:00,91.7,19.61,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:06+00:00,91.7,19.64,0.0,55.2,358.6,0.0,112
2021-02-08 05:42:07+00:00,91.7,19.61,0.0,55.2,358.6,0.0,112
2021-02-08 05:42:08+00:00,91.7,3.68,0.0,55.1,358.6,0.0,112
2021-02-08 05:42:09+00:00,91.9,0.03,0.0,55.7,358.5,0.0,112
2021-02-08 05:42:10+00:00,92.1,0.03,0.0,55.7,358.3,0.0,112
2021-02-08 05:42:11+00:00,92.3,0.03,0.0,55.4,358.1,0.0,112
2021-02-08 05:42:12+00:00,92.3,0.03,0.0,55.7,358.1,0.0,112
2021-02-08 05:42:13+00:00,92.3,0.03,0.0,55.4,358.1,0.0,112
2021-02-08 05:42:14+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:15+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:16+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:17+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:18+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:19+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:20+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:21+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:22+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:23+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:24+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:25+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:26+00:00,92.3,0.03,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:27+00:00,92.3,1.29,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:28+00:00,92.3,6.77,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:29+00:00,92.3,16.36,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:30+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:31+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:32+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:33+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:34+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:35+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:36+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:37+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:38+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:39+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:40+00:00,92.3,19.61,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:41+00:00,92.3,2.51,0.0,55.3,358.1,0.0,112
2021-02-08 05:42:42+00:00,92.4,0.03,0.0,55.6,358.0,0.0,112
2021-02-08 05:42:43+00:00,92.5,0.03,0.0,55.6,357.8,0.0,112
2021-02-08 05:42:44+00:00,93.4,0.03,0.0,55.3,357.0,0.0,112
2021-02-08 05:42:45+00:00,95.0,0.03,0.0,55.1,355.3,0.0,112
2021-02-08 05:42:46+00:00,96.6,0.03,0.0,55.4,353.8,0.0,112
2021-02-08 05:42:47+00:00,97.8,0.03,0.0,55.4,352.6,0.0,112
2021-02-08 05:42:48+00:00,98.2,0.03,0.0,55.6,352.2,0.0,112
2021-02-08 05:42:49+00:00,98.2,0.03,0.0,55.6,352.3,0.0,112
2021-02-08 05:42:50+00:00,98.0,0.03,0.0,55.3,352.3,0.0,112
2021-02-08 05:42:51+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:52+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:53+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:54+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:55+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:56+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:57+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:58+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:42:59+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:00+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:01+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:02+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:03+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:04+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:05+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:06+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:07+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:08+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:09+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
2021-02-08 05:43:10+00:00,98.0,0.03,0.0,55.3,352.4,0.0,112
